,中文,English
30761,空无一人,Empty
30762,花束,bouquet
30763,乌合之众,mob
30764,强加,impose
30765,发送给,Send to
30766,開頭,Beginning
30767,亚丝娜,Asuna
30768,吃不了兜着走,"If you can't eat it, you have to take it with you"
30769,大清,Qing Dynasty
30770,舒服些,Be more comfortable
30771,索性,Simply
30772,正对着,Directly facing
30773,风骚,Flirty
30774,开膛,Disembowelment
30775,特洛,Tello
30776,脱逃,Escape
30777,大海捞针,Finding a needle in a haystack
30778,山大,Shandong University
30779,小兔,Bunny
30780,蓝鲸,Blue Whale
30781,插上,Plug in
30782,妃,Concubine
30783,蚝,Oyster
30784,造福,benefit
30785,纪,discipline
30786,失踪案,Disappearance
30787,屋裡,In the house
30788,仙女座,Andromeda
30789,别去了,Don't go
30790,不會給,Will not give
30791,法蘭克,Frank
30792,校外,Off-campus
30793,球技,Ball skills
30794,吊车,crane
30795,我戒,I quit
30796,沙尘暴,Sandstorm
30797,靓,Pretty
30798,關上,Close
30799,公用,public
30800,科维奇,Kovic
30801,格里菲斯,Griffith
30802,傻冒,Stupid
30803,食宿,Accommodation
30804,桃,Peach
30805,方世玉,Fang Shiyu
30806,真對,True
30807,浦,Pu
30808,诺伊,Neu
30809,设下,Set
30810,医,medical
30811,好麼,Okay
30812,不屬,Not
30813,市郊,suburb
30814,降临到,Coming to
30815,特快,express
30816,耶稣会,Society of Jesus
30817,付錢,Payment
30818,坐落,located
30819,冒汗,Sweating
30820,后路,Back Road
30821,动词,verb
30822,十万元,One hundred thousand yuan
30823,自我感觉,Self-perception
30824,今时,Today
30825,查一查,Check
30826,太猛,Too fierce
30827,菲尼克斯,Phoenix
30828,志向,ambition
30829,福祉,well-being
30830,拘谨,cautious
30831,缴税,Pay taxes
30832,肉體,Flesh
30833,赌债,Gambling debt
30834,佩拉,Pera
30835,加护,Protection
30836,确立,establish
30837,电子设备,Electronic devices
30838,盖章,stamp
30839,指挥权,Command
30840,真早,Really early
30841,带坏,Bad
30842,不人道,inhuman
30843,不息,Continuous
30844,不忙,not busy
30845,新款,New
30846,網,Net
30847,配角,supporting role
30848,纯金,Pure Gold
30849,赤字,deficit
30850,不计其数,countless
30851,流星雨,Meteor Shower
30852,宴會,Banquet
30853,发型师,Hairstylist
30854,繃,Tie
30855,魔掌,Devil's Clutch
30856,跡象,Signs
30857,當著,When
30858,前死,Death
30859,搬迁,move
30860,锐利,sharp
30861,有喜,pregnant
30862,合众国,United States
30863,构成威胁,Possing a threat
30864,两千块,Two thousand yuan
30865,回航,return voyage
30866,相继,Successively
30867,丁先生,Mr. Ding
30868,防晒霜,Sunscreen
30869,石头砸,Stone
30870,最高级,Superlative
30871,阿贝尔,Abel
30872,阿彻,Archer
30873,只收,Only
30874,耑,耑
30875,入土,Buried
30876,吉田,Yoshida
30877,伊莫金,Imogen
30878,忌日,Death anniversary
30879,养老,Elderly Care
30880,畢,After
30881,陰影,Shadow
30882,涌现,Emergence
30883,门把手,Door handle
30884,溜掉,Slip away
30885,現代,Modern
30886,问完,After asking
30887,问世,come out
30888,走秀,Catwalk
30889,没坏,Not broken
30890,思科,Cisco
30891,爱莫能助,No help
30892,同龄人,Peers
30893,贖,Redemption
30894,街區,Neighborhood
30895,十万块,"100,000 yuan"
30896,连珠,Lianzhu
30897,矿坑,Mine
30898,辊,Roller
30899,謹慎,Caution
30900,克拉斯,Klass
30901,查下,Check
30902,虱,louse
30903,我的車,My car
30904,老金,Old Gold
30905,如是,If yes
30906,档案室,Archives
30907,教主,Leader
30908,灼伤,Burns
30909,残留物,Residue
30910,扬基,Yankee
30911,快用,Quick Use
30912,一觉,A sleep
30913,流域,River Basin
30914,马赫,Mach
30915,情调,Mood
30916,我特,I'm special
30917,喀,Ka
30918,统合,Integration
30919,亞伯,Abel
30920,巨龙,Dragon
30921,咽,pharynx
30922,没找,Not found
30923,乳臭未干,Still wet behind the ears
30924,耍嘴皮子,Talking nonsense
30925,請客,Treat
30926,搭船,By boat
30927,品酒,Wine Tasting
30928,水深,water depth
30929,爱滋病,AIDS
30930,让你能,Allows you to
30931,惨叫,Scream
30932,挺好吃,Very delicious
30933,中要,Middle
30934,弥林,Meereen
30935,工作日,Working Days
30936,躯干,trunk
30937,臭娘们,Bitch
30938,玛格利,Magli
30939,第十集,Episode 10
30940,天狼星,Sirius
30941,闹大,Make a big fuss
30942,常会,Regular Meeting
30943,油轮,Tanker
30944,立陶宛,Lithuania
30945,耶鲁大学,Yale University
30946,危地马拉,Guatemala
30947,国安,Guoan
30948,莱登,Leiden
30949,十九岁,19 years old
30950,江山,country
30951,凯莱,Gloria
30952,彼方,the other side
30953,琴酒,Gin
30954,女声,Female Voice
30955,莱格,Leger
30956,塔西,Tassie
30957,阿爹,Dad
30958,破除,get rid of
30959,最惨,Worst
30960,拘,arrest
30961,花椰菜,brocoli
30962,佩蒂,Petty
30963,攻陷,capture
30964,敏智,Minzhi
30965,有颗,There is
30966,花呢,Tweed
30967,角质,Horny
30968,消防局,Fire Station
30969,划艇,rowing
30970,與眾,With the public
30971,递过来,Hand it over
30972,前年,the year before last
30973,付得,Pay
30974,希克斯,Hicks
30975,阿克斯,Axe
30976,柏克,Burke
30977,蛋黄,yolk
30978,升迁,promotion
30979,沥青,asphalt
30980,家常便饭,Homemade Meals
30981,年糕,rice cake
30982,红利,dividend
30983,州际公路,Interstate Highway
30984,撒切尔,Thatcher
30985,没剩,No more
30986,麦肯,McCann
30987,最壞,Worst
30988,担子,Burden
30989,敞篷车,Convertible
30990,带进去,Bring it in
30991,传令,Herald
30992,引人入胜,fascinating
30993,感触,Feeling
30994,华金,Joaquin
30995,奥克斯,Oaks
30996,苏俄,Soviet Russia
30997,要试,To try
30998,第四名,Fourth Place
30999,開場,Opening
31000,坐地铁,By subway
31001,若非,If not
31002,圣坛,Altar
31003,磁性,magnetic
31004,觉得很有,I feel very
31005,家常,Homely
31006,杖,stick
31007,發給,Issue
31008,横穿,Cross
31009,钛,titanium
31010,躲进,Hide in
31011,拉斯特,Rast
31012,请往,Please go to
31013,保护区,Protected Areas
31014,调查报告,Investigation Report
31015,真神,True God
31016,起哄,Heckling
31017,火刑,Burning at the stake
31018,差別,Difference
31019,舞蹈家,dancer
31020,梳妆台,Dressing Table
31021,相安无事,Peaceful
31022,我应,I should
31023,相称,Proportionate
31024,我系,Our Department
31025,沒命,Dead
31026,掺,Mixing
31027,柳德,Liu De
31028,弗拉德,Vlad
31029,出招,Move
31030,韦尔奇,Welch
31031,台詞,Lines
31032,烤牛肉,Roast Beef
31033,雷纳托,Renato
31034,发电报,Send a telegram
31035,没出,Not out
31036,鐘頭,Clock
31037,色调,tone
31038,鼠辈,Rat
31039,合一,Unity
31040,錄,Record
31041,計程車,Taxi
31042,拉法,Rafa
31043,观铃,Guanling
31044,截断,Truncation
31045,藏到,Hide
31046,基诺,Keno
31047,虫虫,Bugs
31048,洛里,Lori
31049,信号灯,signal light
31050,阿莫,Amo
31051,穆恩,Moon
31052,歡呼,Cheers
31053,优待,Benefits
31054,开脱,absolve
31055,崔坤,Cui Kun
31056,答谢,Acknowledgements
31057,滑翔,gliding
31058,打发走,Send away
31059,超能,Superpower
31060,談戀,Dating
31061,米格,MiG
31062,蜂鸟,Hummingbird
31063,人站,People standing
31064,奥迪,Audi
31065,玩具枪,Toy gun
31066,爽死,So cool
31067,人前,In front of people
31068,亡者,The Dead
31069,掉以轻心,Take it lightly
31070,深入调查,Further investigation
31071,淺,Shallow
31072,芹菜,celery
31073,這聽,This
31074,无中生有,Creating something out of nothing
31075,派拉蒙,Paramount
31076,护士长,Head Nurse
31077,優雅,Elegant
31078,嘗,Taste
31079,代劳,Do it for me
31080,緗,Thread
31081,几招,A few tricks
31082,座头,Seat
31083,摘要,summary
31084,套路,Routine
31085,耶利米,Jeremiah
31086,无可挑剔,Impeccable
31087,狗屎运,Shit luck
31088,会有,There will be
31089,硬照,Stills
31090,不好办,Not easy
31091,取缔,ban
31092,小學,Primary School
31093,新政府,New Government
31094,反叛者,Rebel
31095,奥斯本,Osborne
31096,坏死,Necrosis
31097,下周一,Next Monday
31098,贩,Trafficking
31099,子弟,Children
31100,自我牺牲,Self-sacrifice
31101,富足,Abundance
31102,抚养权,Custody
31103,鈾,Uranium
31104,要关,To close
31105,技术员,technician
31106,季后赛,Playoffs
31107,俗称,Common name
31108,峭壁,cliff
31109,不大可能,Unlikely
31110,大田,daejeon
31111,正忙,Busy
31112,国际刑警组织,INTERPOL
31113,贾巴,Jabba
31114,美好事物,Beautiful things
31115,體會,Experience
31116,第一站,First stop
31117,叫唤,Call
31118,混进去,Mix in
31119,早间,Morning
31120,震荡,Shock
31121,库巴,Kuba
31122,改邪归正,Turn over a new leaf
31123,一意孤行,Go your own way
31124,号门,Gate No.
31125,迎击,Fight back
31126,塞特,Seth
31127,德夫,Dove
31128,威震,Mighty
31129,镇民,Townspeople
31130,失禁,incontinence
31131,展翅,Spread your wings
31132,重达,Weigh
31133,劫机,Hijacking
31134,单程,One Way
31135,驷,Si
31136,軍官,Military Officer
31137,玛德,Mad
31138,贾姬,Jackie
31139,母舰,Mothership
31140,派兵,Send troops
31141,怀俄明州,Wyoming
31142,如若,If
31143,灾害,disaster
31144,勘察,Survey
31145,三尺,Three feet
31146,施虐,Sadism
31147,奇人,Strange Man
31148,变黑,Darken
31149,亮晶晶,Sparkling
31150,二十六,XXVI
31151,惠特,Whit
31152,插座,socket
31153,起名,Naming
31154,真身,True Body
31155,好多好多,A lot
31156,格罗斯,Gross
31157,俴,shallow
31158,鞋跟,Heel
31159,之痛,Pain
31160,一声不吭,No utterance
31161,妓暗,Prostitute
31162,戲團,Theatre Troupe
31163,上周末,Last weekend
31164,給別,Give
31165,更让人,More interesting
31166,约翰斯,Johns
31167,亲哥哥,Brother
31168,长者,Senior citizens
31169,此等,Such
31170,講過,Spoken
31171,整套,Complete Set
31172,空档,Neutral
31173,貢獻,Contribution
31174,緊要,Important
31175,保护伞,Umbrella
31176,民事,Civil
31177,静下来,Calm down
31178,打量,Look around
31179,之门,Gate
31180,高興能,Happy Energy
31181,埋没,buried
31182,悠悠,long
31183,拥有者,Owner
31184,昆恩,Quinn
31185,苟延残喘,on one's last legs
31186,激战,Fierce Battle
31187,桌球,Table tennis
31188,现存,Existing
31189,那起,That
31190,特例,special case
31191,光谱,spectrum
31192,軍團,Legion
31193,新郎新娘,Bride and Groom
31194,费罗,Ferro
31195,有責任,Responsible
31196,搞搞,Do it
31197,他求,He asked
31198,下三滥,Despicable
31199,等會兒,Wait a minute
31200,質疑,Question
31201,有劲,Powerful
31202,貨車,Truck
31203,縐,博
31204,译注,Notes
31205,萨宾,Sabine
31206,馒,steamed bread
31207,我爱过,I loved
31208,错怪,Wrongly blamed
31209,吃不完,Can't finish eating
31210,越长,The longer
31211,佛罗伦,Florence
31212,佐拉,Zora
31213,算得,Calculate
31214,艾里克,Eric
31215,别唱,Don't sing
31216,马甲,Vest
31217,璀璨,Brilliant
31218,一大批,A large number of
31219,邓巴,Dunbar
31220,重审,Retrial
31221,拱,arch
31222,扎拉,Zara
31223,上周五,Last Friday
31224,奇利,Chili
31225,丝恺,Skye
31226,雨停,Rain Stops
31227,別激動,Don't get excited
31228,吸进,Inhale
31229,做证,Testify
31230,悸动,Thrilling
31231,女警,Policewoman
31232,朱丽,Julie
31233,車輛,Vehicles
31234,输钱,Losing money
31235,力所能及,To the best of our ability
31236,排泄物,Excrement
31237,污辱,insult
31238,绑架者,Kidnapper
31239,动动脑,Use your brain
31240,實施,Implementation
31241,處置,Disposal
31242,放高利贷,Loan sharking
31243,昆廷,Quentin
31244,各项,Various
31245,亞絲娜,Asuna
31246,中斷,Interrupt
31247,這嗎,Is this it?
31248,戲劇,Drama
31249,玜,玜
31250,当过兵,Served in the military
31251,枪崩,Gunshot
31252,女婴,Baby Girl
31253,先下手为强,Strike first
31254,先替,Replace first
31255,闪闪,Twinkle
31256,自称为,Called as
31257,台灯,desk lamp
31258,领教,Learn
31259,如期,on schedule
31260,布魯諾,Bruno
31261,观战,Watch
31262,霍普,Hope
31263,你长,You are long
31264,吾爱,My love
31265,守时,Punctuality
31266,前沿,cutting edge
31267,分寸,Measure
31268,懂个,Understand
31269,夜生活,Nightlife
31270,奥尔加,Olga
31271,不予,No
31272,爱惜,cherish
31273,韦尔斯,Wells
31274,费舍尔,Fisher
31275,他别,He doesn't
31276,小西,Xiaoxi
31277,阿宽,A Kuan
31278,我服,I serve
31279,迭,Repeat
31280,零分,Zero points
31281,不變,Unchanged
31282,霍根,Hogan
31283,名聲,Reputation
31284,留情,Show mercy
31285,讯,News
31286,变硬,Harden
31287,东北部,Northeast
31288,识,knowledge
31289,举措,Initiatives
31290,休息日,Rest Day
31291,上吊自杀,Suicide by hanging
31292,死八婆,Gossip
31293,高调,High Profile
31294,阴户,Vulva
31295,两本,Two
31296,認錯,Admit Mistake
31297,疾,disease
31298,正經,Serious
31299,迈耶,Meyer
31300,得給,Have to give
31301,山鸡,Pheasant
31302,蜆,Clam
31303,硬幣,Coins
31304,汤姆森,Thomson
31305,高中同学,High school classmates
31306,参照,Reference
31307,矿区,Mining Area
31308,小盒子,Small Box
31309,溢,overflow
31310,厅长,Director
31311,矗立,Stand tall
31312,媽呀,OMG
31313,标志性,Iconic
31314,脓,pus
31315,造船,shipbuilding
31316,路過,Passing by
31317,剪报,Clippings
31318,五星级,Five-star
31319,稻田,paddy
31320,犯罪团伙,Criminal gangs
31321,马术,Equestrian
31322,尉,Lieutenant
31323,充血,Congestion
31324,扇贝,scallop
31325,客满,Full house
31326,硕士学位,Master's Degree
31327,旧衣服,Used clothes
31328,安睡,Sleep well
31329,仅限于,Limited to
31330,剥皮,Skinning
31331,双关,Pun
31332,麦考,McCaw
31333,我別,I don't
31334,有伤,Injured
31335,魔術師,Magician
31336,直肠,rectum
31337,格格,Gege
31338,喝喝,Drink
31339,自个,Self
31340,锡贤,Seok Hyun
31341,塔罗牌,Tarot
31342,萝莉,Loli
31343,头奖,Jackpot
31344,蚯蚓,earthworm
31345,万事俱备,Everything is ready
31346,倒转,reverse
31347,女性化,Feminization
31348,初号机,Unit-01
31349,建筑工人,Construction Workers
31350,英格丽,Ingrid
31351,澳大利,Australia
31352,评级,Rating
31353,打火,Lighting
31354,榛子,hazelnut
31355,少数派,Minority
31356,不滿,Dissatisfied
31357,桑托斯,Santos
31358,普拉特,Pratt
31359,夜场,Nightclub
31360,后事,Aftermath
31361,百萬,Millions
31362,社会福利,Social Welfare
31363,抽时间,Make time
31364,蒟,Konjac
31365,凑齐,Get it together
31366,家室,Family
31367,省略,Omit
31368,触觉,Touch
31369,洛尼,Loni
31370,靠山,backing
31371,抗议者,Protesters
31372,游过去,Swim over
31373,没查,Didn't check
31374,卡巴,Kaba
31375,分派,Distribution
31376,落选,Unsuccessful
31377,决,Decision
31378,妝,Makeup
31379,抢过来,Grab it
31380,巴萨,Barcelona
31381,杜比,Dolby
31382,纸片,Paper
31383,屈从,Submission
31384,吟唱,Chant
31385,呆会,Stay for a while
31386,左臂,Left Arm
31387,尋求,Seek
31388,平平安安,Safe and sound
31389,连夜,Overnight
31390,肚里,In the stomach
31391,跟踪器,Tracker
31392,人少,Few people
31393,相亲相爱,Love each other
31394,摇滚歌手,Rock singer
31395,防禦,Defense
31396,阿尔贝,Albert
31397,自投罗网,Walking into a trap
31398,两口,Two
31399,供养,support
31400,外地人,Outsiders
31401,桃乐西,Dorothy
31402,损失惨重,Heavy losses
31403,邱吉尔,Churchill
31404,殺戮,Killing
31405,私人生活,Personal life
31406,火海,Sea of ​​Fire
31407,异端,heresy
31408,伊登,Eden
31409,酒钱,Wine money
31410,一两,One or two
31411,雷優,Lei You
31412,移送,Transfer
31413,实地,On the ground
31414,特辑,Special
31415,亲笔签名,Autograph
31416,火车头,locomotive
31417,白鸟,White Bird
31418,辈,generation
31419,希金斯,Higgins
31420,戈特,Gott
31421,过别,Farewell
31422,惶恐,Fear
31423,张伯伦,Chamberlain
31424,塞维利亚,Seville
31425,没准儿,Maybe
31426,碔,inferior gem
31427,朱丽亚,Julia
31428,意中人,The one
31429,提勒,Tiller
31430,尊崇,Respect
31431,連接,Connections
31432,帝国大厦,Empire State Building
31433,電台,Radio
31434,速率,rate
31435,第二排,Second row
31436,兩種,Two
31437,殊荣,Honors
31438,窒息而死,Suffocation
31439,大麻烟,Marijuana cigarette
31440,日间,Daytime
31441,腰包,Waist bag
31442,邪门,Evil
31443,最帅,The most handsome
31444,冒失,Rash
31445,杰弗瑞,Jeffrey
31446,陆上,On land
31447,他输,He loses
31448,帕默,Palmer
31449,耐克,Nike
31450,休会,Adjournment
31451,氣味,Smell
31452,触电,Electric shock
31453,重金属,heavy metal
31454,八字,character
31455,閣下,Your Excellency
31456,無禮,Rude
31457,一己,Oneself
31458,如假包换,Replacement if genuine
31459,护卫队,Guard
31460,握个,Hold
31461,热力,heat
31462,哀嚎,Howl
31463,算了算,Forget it
31464,求见,ask to see
31465,第九集,Episode 9
31466,大祸,disaster
31467,鳏夫,widower
31468,沈佳宜,Shen Jiayi
31469,货架,Shelves
31470,导向,guide
31471,异人族,Inhumans
31472,研究院,Research Institute
31473,那比,Nabi
31474,连锁反应,chain reaction
31475,付过,Paid
31476,顶罪,Take the blame
31477,場景,Scene
31478,庞,Pang
31479,语无伦次,Incoherent
31480,牛郎,Cowherd
31481,源源不断,Continuous
31482,仅限,Only
31483,纵队,Column
31484,烤熟,Baked
31485,吃错药,Taking the wrong medicine
31486,银行帐户,Bank Account
31487,閒,Leisure
31488,箱根,Hakone
31489,判处死刑,Sentenced to death
31490,再近,Closer
31491,霸天虎,Decepticons
31492,记录片,Documentary
31493,劳丽,Laurie
31494,滴水,Dripping
31495,鼻血,nosebleed
31496,谁的车,Whose car?
31497,升級,Upgrade
31498,应变,strain
31499,他动,He moves
31500,纽瓦克,Newark
31501,光源,light source
31502,批評,Criticism
31503,亲过,Kissed
31504,骑士团,The Knights
31505,这伙,This guy
31506,保鏢,Bodyguard
31507,锁骨,clavicle
31508,讲些,Talk about
31509,数百年,Hundreds of years
31510,之多,So many
31511,兩杯,Two cups
31512,纉,Should
31513,許可,Permit
31514,无数个,Countless
31515,有血有肉,Flesh and blood
31516,隔开,Separate
31517,無知,Ignorance
31518,祏,stone shrine
31519,繁华,bustling
31520,稍作,Slightly
31521,傳達,Communication
31522,腋下,Armpits
31523,年轻漂亮,Young and beautiful
31524,打呼噜,Snoring
31525,還差,Still bad
31526,膽,Gallbladder
31527,重振,Revitalize
31528,朱迪思,Judith
31529,蹲下来,Crouch down
31530,近藤,Kondo
31531,分组,Grouping
31532,中学生,middle school student
31533,之主,lord
31534,鬼神,spirits
31535,凝胶,gel
31536,所赐,Given
31537,五美元,Five dollars
31538,别出去,Don't go out
31539,尼乌斯,Nius
31540,圆环,Ring
31541,對待,Treatment
31542,托里,Tori
31543,爱娃,Eva
31544,船来,Ship coming
31545,隆胸,Breast augmentation
31546,支索,Guy
31547,修修,Repair
31548,法治,Rule of law
31549,舉辦,Hold
31550,捐钱,Donate Money
31551,别拦,Don't stop
31552,无语,Speechless
31553,生死攸关,A matter of life and death
31554,光榮,Glory
31555,船要,Ship
31556,阿特拉斯,Atlas
31557,结算,Settlement
31558,少说,Say less
31559,朴素,simple
31560,石棺,Sarcophagus
31561,下樓,Go downstairs
31562,掩,Cover
31563,小草,Grass
31564,叶甫盖,Ye Fugai
31565,看得起,Affordable
31566,进驻,Settlement
31567,甭想,Don't even think about it
31568,外國人,foreigner
31569,包好,Wrap up
31570,爱玩,Love to play
31571,惨案,massacre
31572,病因,Causes
31573,三叉戟,Trident
31574,群星,Stars
31575,人選,Candidates
31576,三军,Armed Forces
31577,熟识,Familiar
31578,蒙受,suffer
31579,亚士利,Ashley
31580,斯坦纳,Steiner
31581,美联储,Fed
31582,鲜活,Fresh
31583,尼姑,nun
31584,聚到,Gather
31585,塞姆,Syme
31586,总机,switchboard
31587,高桥,Takahashi
31588,獎學金,Scholarships
31589,確切,Exactly
31590,楚蒂,Trudy
31591,纵然,Even though
31592,鼓吹,Advocacy
31593,卵蛋,Eggs
31594,三垒,Third Base
31595,清喉,Clear throat
31596,渡河,Crossing the River
31597,巫師,Wizard
31598,关进去,Lock it in
31599,夏尔,Shire
31600,插孔,Jack
31601,一小片,a small piece
31602,合上,Close
31603,词是,The word is
31604,五小时,Five hours
31605,佛蒙特州,Vermont
31606,赫尔辛基,Helsinki
31607,焦慮,Anxiety
31608,骇客,Hacker
31609,某某,So and So
31610,西南部,Southwest
31611,向后转,Turn Back
31612,自稱,Self-proclaimed
31613,圣代,Sundae
31614,做戏,put on a show
31615,红衣,Red
31616,你弹,You play
31617,第七个,The Seventh
31618,算不了,Can't count
31619,河豚,Pufferfish
31620,剪子,scissors
31621,付诸行动,Take action
31622,喝过,Drink
31623,往人,Past
31624,圈里,Circle
31625,授课,Teaching
31626,計划,Plan
31627,所向披靡,Invincible
31628,裂谷,Rift Valley
31629,击球手,Batter
31630,奉上,Present
31631,不可否认,Undeniable
31632,陪伴着,Accompany
31633,掩蓋,Cover
31634,偷取,Steal
31635,英國人,British
31636,气力,Strength
31637,双关语,Puns
31638,要你管,You care
31639,情绪低落,Low mood
31640,倾注,pour
31641,浮标,buoy
31642,雀,bird
31643,渭伪,Wei
31644,几圈,A few laps
31645,西西里岛,Sicily
31646,樫,樫
31647,床头柜,Bedside Table
31648,轉變,Transformation
31649,插队,Cut in line
31650,铺设,Laying
31651,如此一来,In this way
31652,遗留,Legacy
31653,艙,Cabin
31654,罪责,Guilt
31655,克里斯托,Christo
31656,北纬,north latitude
31657,嘱咐,Instruct
31658,口粮,Rations
31659,秘,secret
31660,搞点,Do something
31661,鎊,Pound
31662,夫斯,Fuss
31663,會面,Meeting
31664,逃往,Escape
31665,那小女孩,That little girl
31666,梅因,Maine
31667,回升,Rise
31668,吹笛,Playing the flute
31669,独吞,Keep it all
31670,傾,Lean
31671,妙计,A good idea
31672,四种,Four types
31673,庄重,solemn
31674,两到,Two to
31675,舅父,uncle
31676,妊娠,pregnancy
31677,反锁,Anti-lock
31678,刨,plane
31679,你作,You make
31680,声名狼藉,Notorious
31681,越近,The closer
31682,我們給,We give
31683,授權,Authorization
31684,无可奈何,No alternative
31685,自会,Will
31686,家业,Family business
31687,那堆,That pile
31688,对性,Sex
31689,不法,illegal
31690,上机,On board
31691,满心,Full of heart
31692,德文郡,Devon
31693,裸體,Nudity
31694,真難,It's really difficult
31695,霰弹枪,Shotgun
31696,脾脏,spleen
31697,儡,Puppet
31698,岔路,Fork in the road
31699,小男生,Little boy
31700,枕頭,pillow
31701,躓,stumble
31702,我录,I recorded
31703,指挥所,command post
31704,白纸黑字,Black and white
31705,奥尔德,Olde
31706,福里,Fuli
31707,三郎,Saburo
31708,吱吱作响,Squeak
31709,铺床,Make the bed
31710,微缩,Miniature
31711,吉莉,Gilly
31712,压碎,crush
31713,瓶颈,bottleneck
31714,跟屁虫,Follower
31715,南无,Namo
31716,马利克,Malik
31717,牛角,Horns
31718,超多,Many
31719,鼻梁,bridge of the nose
31720,小奈,Xiao Nai
31721,清潔,Cleaning
31722,二十八,XXVIII
31723,解放出来,Liberate
31724,哔哔声,Beep
31725,肉汤,broth
31726,堆满,Full
31727,草皮,turf
31728,大口,Big Mouth
31729,郔,锔
31730,蜜桃,Peach
31731,单凭,Solely
31732,桌面,desktop
31733,心狠手辣,Cruel
31734,三艘,Three
31735,团队精神,Team spirit
31736,百花,Hundred Flowers
31737,低潮,low tide
31738,责骂,scold
31739,槍給,Guns
31740,牧羊,Shepherding
31741,雄鹰,Eagle
31742,索非亚,Sofia
31743,羹,soup
31744,沃森,Watson
31745,卡伊,Kaye
31746,人人平等,Equality for all
31747,额滴,Um
31748,杰斯特,Jester
31749,马奥尼,Mahoney
31750,余额,Balance
31751,双眸,Eyes
31752,麦考密克,McCormick
31753,野草,weed
31754,往左边,To the left
31755,并不比,Not better than
31756,崎岖,rugged
31757,展望,Outlook
31758,别有,No other
31759,你点,You point
31760,小說,Novel
31761,獴,Meerkat
31762,瓦妮,Vani
31763,出老千,Cheating
31764,拉索,Cable
31765,举重,weightlifting
31766,济慈,Keats
31767,春卷,Spring Rolls
31768,精心策划,Careful planning
31769,多花点,Spend more
31770,别致,Chic
31771,四日,4th
31772,和亨利,and Henry
31773,遭罪,Suffer
31774,煞星,Evil Star
31775,信物,Keepsake
31776,提比略,Tiberius
31777,克萊爾,Clare
31778,然後在,Then in
31779,第二部,Part 2
31780,絕,Absolute
31781,弄不好,Don't do it well
31782,虾米,Dried Shrimp
31783,两国,two countries
31784,奇居子,Qijuzi
31785,止不住,Can't stop
31786,噌,bass
31787,金块,bullion
31788,席恩,Theon
31789,塞勒斯,Cyrus
31790,最重,Heaviest
31791,天平,Balance
31792,杰斐逊,Jefferson
31793,自大狂,Megaholic
31794,氢,hydrogen
31795,盲选,Blind Selection
31796,廉,inexpensive
31797,英国政府,UK Government
31798,哥伦比亚大学,Columbia University
31799,私有,private
31800,两百年,Two hundred years
31801,罗德斯,Rhodes
31802,來個,Come
31803,风采,Style
31804,播放器,Player
31805,英熙,Young Hee
31806,区内,In the area
31807,私家,Private
31808,休姆,Hume
31809,變回,Change back
31810,公海,high seas
31811,秘书室,Secretary's Office
31812,先机,First Opportunity
31813,奴仆,servant
31814,只够,Just enough
31815,撑腰,support
31816,护栏,Guardrail
31817,善变,Changeable
31818,徒步旅行,Hiking
31819,三场,Three games
31820,男士们,Men
31821,線路,Line
31822,伊莉莎,Eliza
31823,五十元,fifty yuan
31824,選手們,Players
31825,行情,Quotes
31826,水井,well
31827,邪惡,Evil
31828,大卸八块,Cut into pieces
31829,生是,Life is
31830,沒帶,No
31831,打昏,Knock out
31832,陪我玩,Play with me
31833,不归,No Return
31834,烦死人,Annoying
31835,版面,Layout
31836,弟妹,Brother and sister
31837,蒋,Jiang
31838,友子,Tomoko
31839,捕头,Headhunter
31840,海丝特,Hester
31841,杰弗逊,Jefferson
31842,写错,Wrong
31843,轮机长,Chief Engineer
31844,旗舰,flagship
31845,建国,Founding of a Nation
31846,我令,I command
31847,更酷,Cooler
31848,乔纳,Jonah
31849,总局,General Administration
31850,俚语,slang
31851,奥斯陆,Oslo
31852,真小,So small
31853,跳上,Jump on
31854,全身上下,whole body
31855,杀个,Kill
31856,猜得到,Guess
31857,家屬,Family
31858,初夜,First Night
31859,驮,Carry
31860,高竿,High pole
31861,诺里,Nori
31862,米洛,Milo
31863,摆个,Put a
31864,检点,Check
31865,大饭店,Grand Hotel
31866,不賴,Not bad
31867,品行,conduct
31868,楚门,Truman
31869,贝瑞,Berry
31870,普洛斯,Pros
31871,头盖骨,Skull
31872,哪点,Which
31873,钱宁,Channing
31874,拿點,Take some
31875,雷布林,Reblin
31876,撞墙,Hitting the wall
31877,拉罗,Lalo
31878,认领,claim
31879,俏,pretty
31880,手掌心,Palm
31881,舒缓,Soothing
31882,當局,Authorities
31883,莱蒙,Lemon
31884,小星星,Little Star
31885,克鲁兹,Cruz
31886,大膽,Bold
31887,援兵,Reinforcements
31888,你养,You raise
31889,精神病人,Mental illness
31890,法者,Law
31891,政界,Politics
31892,女管家,Housekeeper
31893,歩,walk
31894,博得,win
31895,佩林,Palin
31896,實,Real
31897,破爛,Broken
31898,责任心,Responsibility
31899,第一项,Item 1
31900,罗科,Rocco
31901,彻查,Thorough investigation
31902,借贷,Borrowing
31903,替天行道,Acting on Behalf of Heaven
31904,福利院,Welfare Home
31905,我认,I agree
31906,根筋,Root tendon
31907,解析,Analysis
31908,法老王,Pharaoh
31909,奎特,Quitt
31910,割喉,Cut throat
31911,藻类,Algae
31912,嘆,Sigh
31913,次回,times
31914,雞肉,Chicken
31915,考夫曼,Kaufman
